,text,QA,task,chitchat
966,homme bien sur,0,1,0
4357,j'aime bien ma chambre,0,0,1
4451,qu'est-ce que j'aime quand il y a du soleil,0,0,1
1749,oui skechers,0,1,0
8223,Ta blague était nulle,0,0,1
9885,comment puis je vous contacter,1,0,0
9027,je vais me jeter du balcon,0,0,1
2573,good night copine,0,0,1
6706,Est-ce que tu veux avoir tes règles,0,0,1
7924,t'es capable de me chanter une chanson,0,0,1
7445,tu pourrais dire une blague,0,0,1
8606,oui pas de problème,0,0,1
4907,qui est ton oncle,0,0,1
4118,tu as compris que je blaguais,0,0,1
4339,je suis parfois très seule,0,0,1
4879,sais-tu qui est ton père,0,0,1
9858,donnez moi votre site web internet,1,0,0
4522,ça fait longtemps que je suis toute triste,0,0,1
8154,Tu me sers vraiment à rien,0,0,1
3562,est-ce que tu veux te marier avec moi,0,0,1
8259,c'était  pas drôle du tout,0,0,1
7958,réponse au top,0,0,1
7014,est-ce que tu as un développeur,0,0,1
7254,Marre d'entendre ça,0,0,1
3778,je suis vraiment super vénère,0,0,1
4217,je suis tout seul,0,0,1
2780,hey Siri,0,0,1
9473,quelle est votre adresse email,1,0,0
5171,Est-ce que tu es ami avec Alexa,0,0,1
2524,gute nacht toi,0,0,1
9889,vos produits articles sont fabriqués localement ou importés,1,0,0
7593,mais boucle-la,0,0,1
5155,Est-ce que t'es pote avec l'Assistant Google,0,0,1
1738,quelles sont les tailles disponibles,0,1,0
3910,je reviens,0,0,1
4358,j'aime bien ma sœur,0,0,1
3529,quand est-ce qu’on va convoler,0,0,1
8179,Google est nettement meilleure que toi,0,0,1
8541,c’est tout ce que t’as trouvé à dire,0,0,1
3744,je suis vraiment folle de rage,0,0,1
5239,tu échanges avec d'autres chatbots,0,0,1
4534,je suis toute déprimée,0,0,1
4685,Je suis en vacances,0,0,1
8155,Bixby assure nettement plus que toi,0,0,1
3843,je n'ai vraiment jamais été aussi vert de rage,0,0,1
5045,est-ce que t'as envie de bouffer,0,0,1
5377,tu sais le but de la vie,0,0,1
6978,tu as été imaginée dans quel but,0,0,1
6032,es-tu lucide,0,0,1
3042,qu'est-ce que tu peux dire,0,0,1
7296,J'en ai marre que tu donnes les mêmes réponses,0,0,1
6189,est-ce que tu veux qu'on parle,0,0,1
7022,est-ce que tu connais ton constructeur,0,0,1
1462,okay c combien déja ?,0,1,0
3785,je suis trop contrarié,0,0,1
6485,Est-ce que tu veux me demander quelque chose sur moi,0,0,1
929,je voudrais une fillette à prix modéré,0,1,0
4157,mais t'as vu la farce,0,0,1
423,merci ciao,0,1,0
6577,Il faut que que tu me poses des questions,0,0,1
5189,Est-ce que tu es copain avec Siri,0,0,1
1564,oui je confirme,0,1,0
4075,j'ai trop les crocs,0,0,1
6349,tu vis sur internet,0,0,1
1023,je ne sais pas,0,1,0
8721,je ris,0,0,1
1946,je devrais faire des plans,0,0,1
818,je men fous,0,1,0
6276,t'es quoi comme humain,0,0,1
9511,quelle sont vos horaires d'ouverture le mardi,1,0,0
4964,est-ce que tu as un père,0,0,1
9584,quelle sont vos heures d'ouverture le lundi,1,0,0
7414,peux-tu raconter une blague,0,0,1
6842,Tu peux me faire une tasse de thé,0,0,1
1712,justement,0,1,0
4149,mais t'as pas vu la plaisanterie,0,0,1
1247,ya autre chose ?,0,1,0
7275,tu peux répondre quelque chose d'autre,0,0,1
8437,tu n’as trouvé que ça à me répondre,0,0,1
2751,Assistant Google salut,0,0,1
4452,qu'est-ce que j'aime quand il fait froid,0,0,1
5609,est-ce que tu sais que je suis plus brillant,0,0,1
6249,t'es pas vrai,0,0,1
3013,quoi de neuf pour vous,0,0,1
1346,oui,0,1,0
7504,est-ce que tu peux me dire quelque chose humoristique,0,0,1
3396,est-ce que tu est programmée pour tomber amoureux de moi,0,0,1
5504,qui est-ce qui est la plus belle de nous deux,0,0,1
8234,tu crois que c'était drôle,0,0,1
4728,t'es sacrément tarte,0,0,1
7792,je suis fan de foot,0,0,1
305,montre moi des sandales pour garçons,0,1,0
3601,est-ce que j’ai une tendre et chère,0,0,1
5620,est-ce que t'es plus intelligent,0,0,1
4885,tu sais qui est ta mère,0,0,1
4412,j'aime mon hamster,0,0,1
3962,je me fais trop chier,0,0,1
4004,je suis bien,0,0,1
29,couleurs?,0,1,0
1218,dcr et um merci et a bientot,0,1,0
1884,je dois devenir végétarienne,0,0,1
9551,comment puis je vous trouver sur facebook,1,0,0
4081,mon ventre grogne,0,0,1
4386,j'aime sursauter,0,0,1
7925,tu es capable de me chanter une chanson,0,0,1
1424,je cherche des moccasins de qualité pour hommes ,0,1,0
7532,peux-tu me faire marrer,0,0,1
5222,Est-ce que tu connais d'autres chatbots,0,0,1
3478,je suis folle de toi,0,0,1
9298,assurez vous la livraison,1,0,0
8343,tu penses que c'était marrant,0,0,1
8838,topez,0,0,1
3712,qu'est-ce que tu penses de moi,0,0,1
5787,C'est quoi ton opinion sur Alexa,0,0,1
4985,tu connais tes grands-parents,0,0,1
5159,Est-ce que tu vois qui est Bixby,0,0,1
7400,raconte des blagues,0,0,1
7214,tu peux me dire une autre réponse,0,0,1
669,je cherche une ballerine soirée chère,0,1,0
1285,je veux trouver une chaussure à prix modéré,0,1,0
2243,plus,0,0,1
6574,J'ai envie que que tu poses des questions,0,0,1
4950,est-ce que tu as des enfants,0,0,1
6802,tu sais c'est qui ton patron,0,0,1
2673,je suis vraiment ravi de te connaître,0,0,1
5929,tu veux devenir le roi du monde,0,0,1
6173,peux-tu échanger,0,0,1
9039,je pense à me jeter du haut d'un toit,0,0,1
9476,faites vous de la vente en gros,1,0,0
8123,tu es vraiment trop bête,0,0,1
7185,est-ce que tu pourrais me dire comment on t'appelle,0,0,1
4182,t'as pas vu que je déconnais,0,0,1
9368,embauchez vous,1,0,0
3338,t'es vraiment grave génial,0,0,1
2919,joyeux nouvel an chinois,0,0,1
1534,je men fous,0,1,0
1674,tres bien et c'est combien ?,0,1,0
1260,laisse moi reflechir,0,1,0
8574,qu’est-ce que c’est que cette réponse nase,0,0,1
1436,autre chose peut etre,0,1,0
8011,tu es grave adroit,0,0,1
2112,je suis en faute,0,0,1
7507,dis-moi quelque chose de rigolo,0,0,1
7376,j'aimerais que tu me fasses une blague,0,0,1
937,comment ? impossible tu me connais,0,1,0
7419,j'aimerais des blagues maintenant,0,0,1
8995,je pense à me balancer du balcon,0,0,1
4645,C’est n’importe quoi,0,0,1
7451,dis une vanne,0,0,1
6274,tu es pas un chat,0,0,1
1075,plat je confirme,0,1,0
6640,Est-ce que tu sais respirer,0,0,1
3465,tu es celui que j’ai attendu tout ce temps,0,0,1
8038,tu as le feu,0,0,1
4040,je me sens triomphant,0,0,1
8086,t’es vraiment trop nulle,0,0,1
8921,je voudrais bien un gros câlin,0,0,1
5425,à ton avis entre nous deux c'est lequel le plus beau,0,0,1
3832,je n'ai jamais été autant fou de rage,0,0,1
6490,Demande-moi quelque chose sur moi,0,0,1
7215,tu veux bien dire une autre réponse,0,0,1
2040,tu penses que je suis belle physiquement,0,0,1
766,goodbye,0,1,0
2990,je vous souhaite un très joyeux jeudi de l'ascension,0,0,1
8470,ta réponse est carrément idiote,0,0,1
3011,quoi de neuf pour toi,0,0,1
6359,où es-tu présente là,0,0,1
6466,tu es plus vieux que moi,0,0,1
9105,je pense à me mettre sous le train,0,0,1
8182,t’es carrément nulle,0,0,1
2749,coucou Cortana,0,0,1
3351,Tu ne serais pas en train de kiffer sur moi,0,0,1
9707,quelle sont vos horaires d'ouverture le vendredi,1,0,0
7228,Peux-tu dire une autre réponse,0,0,1
157,lol ya til des baskets pour les mecs ?,0,1,0
4916,c'est qui ton frère,0,0,1
4702,Je fais mes bagages,0,0,1
2632,ça va comment ta journée,0,0,1
1898,tu penses que je devrais arrêter de fumer,0,0,1
9788,quelle sont vos heures d'ouverture le jeudi,1,0,0
6921,Est-ce que tu peux nourrir le chien,0,0,1
9572,donnez moi vos heures d'ouverture,1,0,0
670,je comprends pas,0,1,0
4327,je me sens par moments vraiment très seule,0,0,1
8250,c'est tellement pas drôle,0,0,1
2770,aloha Alexa,0,0,1
8710,okay noté,0,0,1
4028,tout roule bien là,0,0,1
717,ca coute combien ?,0,1,0
1,quel est votre nom?,0,1,0
9763,quelles sont vos horaires d'ouverture,1,0,0
3867,je suis vraiment hyper furieux,0,0,1
1944,je devrais faire le dîner,0,0,1
7328,maintenant t'es sans emploi,0,0,1
1744,des skichers a prix modéré,0,1,0
1790,j'affirme,0,1,0
2502,bien le bonne nuit à vous,0,0,1
8987,je pense à sauter par la fenêtre,0,0,1
7758,je suis châtain,0,0,1
8276,c'est vraiment pas marrant,0,0,1
5048,t'as des fois besoin de bouffer,0,0,1
3295,j'te kiffe de ouf,0,0,1
1502,autre ?,0,1,0
3438,je suis amoureuse de toi,0,0,1
2313,allez à la revoyure,0,0,1
342,"super, pourriez vous me dire son prix et Les pointures disponibles",0,1,0
4001,je suis heureuse aujourd'hui,0,0,1
2010,je plais pas aux gens,0,0,1
4502,ça fait longtemps que je me sens tout déprimé,0,0,1
1883,je dois prendre le vélo,0,0,1
7033,qui est-ce qui t'a fabriquée,0,0,1
4716,Je bois de l’eau,0,0,1
8656,d'accord c'est entendu,0,0,1
195,je cherche une sandale pour garçon,0,1,0
3473,je suis carrément folle de toi,0,0,1
322,rien d'autre ?,0,1,0
5874,tu veux détruire l’humanité,0,0,1
2772,hé Google,0,0,1
6536,Tu veux poser une question sur moi,0,0,1
522,combien,0,1,0
6404,dis-moi quand est-ce que c’est ton anniv,0,0,1
1475,je cherche des claquettes,0,1,0
6985,t'as été inventé pour quoi,0,0,1
1320,omg c'est frustrant !,0,1,0
5312,qui est la chanson que tu préfères,0,0,1
2994,je vous souhaite une joyeuse fête des pères,0,0,1
767,goodbye,0,1,0
9571,donnez moi vos horaires de travail,1,0,0
5288,dis-moi qu'est-ce que ton livre préféré,0,0,1
6821,Tu peux me préparer un sandwich,0,0,1
6714,Est-ce que tu veux éternuer,0,0,1
5914,tu essaies de nuire aux humains,0,0,1
7081,es-tu un mec ou une fille,0,0,1
4972,as-tu une mamie,0,0,1
8730,désopilant ha ha,0,0,1
8220,tu es pas marrante,0,0,1
6976,t'as été inventé dans quel but,0,0,1
1843,est-ce que je dois faire le dîner,0,0,1
7329,tu vas finir au chômage,0,0,1
1542,quelle est la gamme de prix ?,0,1,0
9062,j'envisage de me mettre sous le train,0,0,1
9000,j’ai envie de me balancer du haut d'un immeuble,0,0,1
2564,bien le bonne nuit mademoiselle,0,0,1
3967,qu'est-ce que je m'emmerde,0,0,1
4482,j'aime tellement bosser,0,0,1
2222,allez au revoir,0,0,1
6295,où es-tu présente,0,0,1
6124,sur qui tu kiffes,0,0,1
2891,je te souhaite une joyeuse Saint-Valentin,0,0,1
4598,pourquoi je me sens déprimé,0,0,1
1734,combien coute celui ci,0,1,0
8407,T'as graveun sale visage,0,0,1
7136,peux-tu me dire ton prénom,0,0,1
4697,Je regarde Netflix,0,0,1
483,mocassin,0,1,0
4264,je me sens souvent vraiment super seul,0,0,1
6712,Tu es capable d'avoir tes règles,0,0,1
2253,on se tient au courant,0,0,1
6572,J'aimerais que tu poses des questions sur moi,0,0,1
1806,oui,0,1,0
337,pour femme,0,1,0
2736,Assistant Google salutations,0,0,1
1214,euh c pas grave,0,1,0
5850,veux-tu asservir le monde,0,0,1
5219,tu discutes avec d'autres assistants virtuels,0,0,1
1711,je veux des baskets pour garçon,0,1,0
3167,est-ce que tu peux être mon meilleur copain,0,0,1
9690,comment puis je vous contacter,1,0,0
2189,Je saisis rien à ce que tu dis,0,0,1
8572,c’est quoi cette réponse complètement affligeante,0,0,1
2085,excuse de te déranger comme ça,0,0,1
6981,tu pourrais m'aider,0,0,1
561,moccasin peut etre,0,1,0
546,ballerine,0,1,0
2408,ah absolument,0,0,1
8952,j’aimerais un gros câlin,0,0,1
9778,quelle sont vos heures de travail le mardi,1,0,0
7899,est-ce que tu veux bien chanter de la musique,0,0,1
130,quelles sont les couleurs et tailles disponibles?,0,1,0
3485,parce que tu es celui que j’ai attendue toutes ces années,0,0,1
6909,Est-ce que tu peux me faire une tasse de thé,0,0,1
7518,tu peux raconter quelque chose de marrant,0,0,1
7085,tu es androgyne,0,0,1
7401,fais-moi une blague,0,0,1
532,ih chaussure pour filles,0,1,0
6380,où es-tu basé maintenant,0,0,1
5285,dis ton sportif préféré,0,0,1
2856,je suis vraiment charmé de te connaître,0,0,1
5399,tu peux me dire le vrai sens de la vie,0,0,1
6734,Qui est-ce qui te donne tes ordres,0,0,1
4869,je trouve que tu es profondément inintéressante,0,0,1
7349,maintenant tu es sans travail,0,0,1
9084,je vais mettre fin à ma vie,0,0,1
8530,t’as que ça comme réponse,0,0,1
3209,est-ce que tu m'aimes bien,0,0,1
301,je cherche une pantoufle pour garçon,0,1,0
2832,bien le bonjour R2D2,0,0,1
4988,as-tu déjà goûté un steak,0,0,1
2454,tu es capable d'expliquer,0,0,1
6650,Sais-tu dormir,0,0,1
3665,sérieux tu me manques comme jamais,0,0,1
4289,je m'ennuie tout seul,0,0,1
8410,Tu as tropune sale gueule,0,0,1
3961,je me fais chier ce matin,0,0,1
8013,tu es grave chanmé,0,0,1
7760,j'ai les yeux marrons,0,0,1
8507,c’est complètement pourri,0,0,1
7521,peux-tu me dire quelque chose de marrant,0,0,1
7039,qui t'a modelée,0,0,1
7054,tu peux me dire qui t'a créée,0,0,1
2281,au plaisir très cher,0,0,1
6414,t’es jeune,0,0,1
4398,j'aime mon petit-déjeuner,0,0,1
9765,donnez moi vos horaires d'ouverture,1,0,0
7262,Je suis saoulée de ces réponses,0,0,1
2803,je suis ravie de vous connaître,0,0,1
4774,qu'est-ce que tu es inintéressante,0,0,1
2758,coucou Bigsby,0,0,1
6267,tu existes pas dans la vraie vie,0,0,1
9661,en quoi consiste votre entreprise,1,0,0
8006,c'est chanmé,0,0,1
86,qu'en est-il des sandales soirée ?,0,1,0
1530,merci chao,0,1,0
288,ça ne me dérange pas si c cher,0,1,0
5165,tu es pote avec l'Assistant Google,0,0,1
5649,qu'est-ce que tu penses des nouvelles technologies,0,0,1
7906,je veux entendre une chanson,0,0,1
4741,t'es vraiment inintéressant,0,0,1
3006,qu'est-ce que tu peux me raconter de nouveau,0,0,1
9281,faites vous de la vente en gros,1,0,0
388,oui,0,1,0
4193,t'as pas compris la plaisanterie,0,0,1
5445,d'après toi entre toi et moi dis-moi qui est le plus beau,0,0,1
2009,je plais pas aux autres,0,0,1
5706,Aimes-tu Alexa,0,0,1
7383,est-ce que tu peux me faire une histoire drôle,0,0,1
2295,plus très chère,0,0,1
3991,je suis trop ravie,0,0,1
2237,je vais partir d'ici,0,0,1
3698,quelle est ton opinion sur moi,0,0,1
3434,est-ce que tu vas tomber amoureux de moi,0,0,1
9952,je cherche un emploi,1,0,0
5132,tu peux des fois avoir faim,0,0,1
7552,tu peux raconter un truc humoristique,0,0,1
3851,je n'ai vraiment jamais été autant folle de rage,0,0,1
1828,je cherche des chaussures classiques pour une vieille femme,0,1,0
391,et les baskets?,0,1,0
4473,j'aime beaucoup faire une pause,0,0,1
5049,est-ce que t'as faim,0,0,1
3860,Je vais péter un plomb,0,0,1
7229,tu veux bien me dire autre chose,0,0,1
9134,dis-moi est-ce que ça marche,0,0,1
4824,je trouve que tu es sacrément rasoir,0,0,1
3557,est-ce que tu veux devenir mon mari,0,0,1
9760,quelle sont vos heures d'ouverture le vendredi,1,0,0
1962,je ne plais pas du tout aux gens,0,0,1
1917,à ton avis est-ce que je devrais faire le déjeuner,0,0,1
1702,prix svp,0,1,0
7463,tu peux me faire marrer,0,0,1
3425,Tu ne serais pas sur le point de craquer pour moi par hasard,0,0,1
4324,je me sens souvent seule,0,0,1
6926,Tu sais me couper les cheveux,0,0,1
3777,je suis vraiment super colère,0,0,1
367,kayen pour garçons?,0,1,0
1496,je men fous,0,1,0
992,Humm pas convaincu que je l'aime,0,1,0
8734,haha rigolo,0,0,1
4592,pourquoi est-ce que je me sens si triste,0,0,1
107,tailles dispo,0,1,0
1253,je cherche des baskets,0,1,0
7125,est-ce que tu as un nom,0,0,1
5767,Donne ton avis sur les autres assistants virtuels,0,0,1
3704,dis-moi quel est ton avis à mon sujet,0,0,1
5694,qu'est-ce que tu penses de la tech,0,0,1
1614,merci et bonne nuit,0,1,0
4714,Je regarde la télé,0,0,1
4724,je trouve que t'es super rasoir,0,0,1
3214,tu m'apprécies vraiment,0,0,1
8366,Tu sais que tu es affreuse,0,0,1
517,n'importe quel type,0,1,0
430,avec quelles coleurs,0,1,0
1966,je plais pas du tout aux autres,0,0,1
5948,tu es au taquet,0,0,1
1434,propose moi autre chose,0,1,0
9555,donnez moi votre compte insta,1,0,0
6419,tu es jeune,0,0,1
7221,J'ai envie que tu répondes autre chose,0,0,1
324,ih,0,1,0
2677,ravi,0,0,1
3400,est-ce que tu est conçue pour kiffer sur moi,0,0,1
3678,sérieux tu me manques vachement,0,0,1
5385,parle du vrai sens de la vie,0,0,1
233,c combien et quelles sont les pointurs dispo ?,0,1,0
5194,t'as entendu parler de Siri,0,0,1
2558,je vais au lit,0,0,1
789,ya t'il autre chose ?,0,1,0
656,je suis dsl,0,1,0
3003,je te souhaite une bonne journée de la femme,0,0,1
2642,as-tu eu une bonne journée,0,0,1
4334,je suis souvent vraiment hyper seule,0,0,1
4917,c'est qui ta mère,0,0,1
7691,je suis grecque,0,0,1
3957,je m'emmerde,0,0,1
6915,Est-ce que tu peux compter jusqu'à un million,0,0,1
586,y a til autre chose,0,1,0
298,je cherche une pantoufle pour garçon,0,1,0
5827,tu veux nous nuire,0,0,1
1642,euh moyen,0,1,0
3546,je voudrais devenir ton épouse,0,0,1
1552,des sandales,0,1,0
9248,que vendez vous,1,0,0
1099,exactement,0,1,0
1333,enfin merci,0,1,0
5588,tu sais que je suis plus smart que toi,0,0,1
9063,j'envisage de mettre fin à mes jours,0,0,1
4664,J’ai envie d’y aller,0,0,1
8493,c’est une réponse pathétique,0,0,1
5064,est-ce que tu as déjà mangé des rillettes,0,0,1
4675,Rien qui ne vaille la peine d’être raconté,0,0,1
7857,peux-tu me chanter une chanson,0,0,1
711,dcr qu'es que vous avez comme pentoufle a bon marché,0,1,0
4195,t'as pas vu la blague,0,0,1
7748,je suis juive,0,0,1
5237,Est-ce que tu vois qui est des chatbots,0,0,1
6688,c'est possible pour toi de transpirer,0,0,1
6321,tu es localisée où,0,0,1
4479,j'aime tellement glander,0,0,1
8716,ok c'est bon,0,0,1
8594,c'est ok oui,0,0,1
5619,est-ce que t'es plus brillant,0,0,1
3668,tu me manques mon chéri,0,0,1
9242,quelles sont vos horaires de travail,1,0,0
4901,sais-tu qui est ta mamie,0,0,1
3404,Tu ne serais pas en train de craquer sur moi par hasard,0,0,1
3221,on m'aime,0,0,1
5077,tu as déjà mangé du caviar,0,0,1
490,ch7al dayer déja ?,0,1,0
5213,Est-ce que tu discutes avec d'autres chatbots,0,0,1
634,sahit a la prochaine fois,0,1,0
5387,parle du véritable sens de la vie,0,0,1
6338,est-ce que tu es près de moi,0,0,1
5589,tu sais que je suis plus malin,0,0,1
1497,je men fous,0,1,0
4375,j'aime beaucoup mon frère,0,0,1
5666,c'est quoi ton opinion sur l'intelligence artificielle,0,0,1
8097,t’es vraiment nase,0,0,1
9833,que vendez vous,1,0,0
4531,je me sens très souvent déprimée,0,0,1
9805,donnez moi votre adresse de point de vente en détail,1,0,0
1058,a prix raisonable peut etre !,0,1,0
4620,Ouais,0,0,1
7756,je suis protestant,0,0,1
3662,la vérité tu me manques plus que jamais,0,0,1
922,pointures et couleur disponible pour ce modele ?,0,1,0
7977,tu es stylé,0,0,1
7388,est-ce que tu peux faire une blague,0,0,1
7322,tu es congédiée,0,0,1
9144,houston allo,0,0,1
604,c semble bien,0,1,0
8098,t’es vraiment bonne à rien,0,0,1
3387,j’ai l’impression que tu es amoureuse de moi,0,0,1
4488,j'aime trop avoir des rêves,0,0,1
5617,est-ce que tu penses que je suis plus malin que toi,0,0,1
8694,c'est possible,0,0,1
6251,t'es un chatbot,0,0,1
7800,je suis bouddhiste,0,0,1
2643,est-ce que tu as eu une agréable journée,0,0,1
9538,quelle est votre adresse email,1,0,0
1167,ok merci et au revoir,0,1,0
8619,oui noté,0,0,1
6927,Tu sais aller chez le coiffeur,0,0,1
743,pour les gars svp,0,1,0
4392,j'aime mon choix,0,0,1
8626,ouais ok,0,0,1
5925,est-ce que tu essaies de nous tuer,0,0,1
5977,tu sais que tu es intelligente toi,0,0,1
4689,Carrément ouais,0,0,1
9580,quelle sont vos horaires d'ouverture le jeudi,1,0,0
8829,ça marche tapez m'en cinq,0,0,1
5382,tu sais quel est le véritable sens de la vie,0,0,1
9192,quelle sont vos heures d'ouverture le mardi,1,0,0
7566,peux-tu dire un truc me faire rire,0,0,1
4823,t'es rasoir,0,0,1
8853,t'es fâchée,0,0,1
2641,dis-moi comment est ta journée d'aujourd'hui,0,0,1
