,text,classes
3952,Je suis reconnaissante pour mes voisins.,empathetic
31376,c’est qui ton fiancé,chitchat
9217,J'ai entendu des bruits bizarres toute la nuit... ça s'est avéré être un raton laveur dans le grenier.,empathetic
11834,"J'ai dit à mon meilleur ami un de mes secrets les plus sombres. Je crois qu'ils ne le dirai à personne, donc je suis reconnaissant de les avoir",empathetic
24859,bonne journée franco-allemande,chitchat
5269,J'ai récemment perdu un peu de poids et je me sens plus confiant dans un maillot de bain.,empathetic
37368,micro 123,chitchat
14751,Le chien me salue à la porte quand je rentre.,empathetic
7138,Je suis sorti de la maison et j'ai entendu un bruissement dans le pinceau et j'ai trouvé un cerf qui courait sur la colline.,empathetic
31119,tu penses que t'es intelligent,chitchat
14616,"Mon crapaud est mort, Je suis triste.",empathetic
27441,t'as pas vu que je plaisantais,chitchat
20421,En direction du Colorado la semaine prochaine pour monter Elbert.,empathetic
6510,naissance de mon premier enfant,empathetic
20381,Mon fils m'étonne. Il a actuellement assez d'aide au mérite pour payer les 2/3 de ses frais de scolarité à l'université!,empathetic
13199,"Je viens de trouver une vieille fiche, ça me fait rater l'école primaire avant.",empathetic
14040,"J'ai tellement à faire ici avant la fin de l'été, Je me sens positif de le faire même par la douleur.",empathetic
6583,"J'aime mon nouveau manager, il est si gentil et il écoute bien, je sens que je peux lui faire confiance pour tout problème que j'ai.",empathetic
26505,est-ce que tu penses que je suis nul,chitchat
8501,"Je suis dans une bonne humeur, c'est presque le week-end!",empathetic
16041,J'ai une voiture toute neuve de mon père.,empathetic
32866,Tu sais envoyer un colis,chitchat
36800,je sais que tu ne m'apprécies pas du tout,chitchat
18972,"Mon beau-père m'a montré sa coupe qu'il a eu en travaillant sur son bateau. Je pouvais voir ses fibres musculaires sous,ugh.",empathetic
24365,c'est comment ta journée d'aujourd'hui,chitchat
7461,"Je suis prêt pour le week-end, je vais camper.",empathetic
35280,t’es vraiment nase,chitchat
22854,je dois devenir végétarienne,chitchat
27403,avoue t'as compris la vanne,chitchat
7356,Une voiture me suivait alors que je rentrais chez moi. J'avais tellement peur.,empathetic
5733,Je ne suis pas sûr d'avoir l'air de rejoindre le Comic Book Club à l'école.,empathetic
28384,Je suis à la salle de gym,chitchat
19795,"Ma sœur se marie dans quelques mois, toute ma famille est si excitée!",empathetic
35696,trouves-tu que c'était rigolo,chitchat
4077,Mon voisin a rendu ma longue parole hier soir. J'ai été si reconnaissant pour son geste aimable.,empathetic
2197,Ma mère s'occupe tellement de moi. J'ai l'impression qu'elle est Mère Teresa!,empathetic
23483,Je ne saisis rien à ce que tu dis,chitchat
11533,J'étais dehors et je me suis rendu compte que ma robe avait été retirée.,empathetic
28578,je te trouve vraiment ennuyeuse,chitchat
21287,"Une fois en route pour le travail, j'ai glissé en descendant du bus. Je viens de rester par terre jusqu'à ce que le bus parte. Je voulais me cacher dans une grotte pour toujours.",empathetic
11946,Mon voisin m'a rendu mon portefeuille aujourd'hui.,empathetic
16151,Je regarde ma fille chanter dans une pièce de théâtre. C'était si agréable de l'avoir fait faire ça.,empathetic
2680,Mon chien a décidé de mâcher plus de quelques meubles pendant que j'étais au travail. Je dois les remplacer tous!,empathetic
30985,es-tu vive,chitchat
13703,"C'est censé s'écraser plus tard cette semaine, ça a été récemment et j'ai vraiment besoin qu'il s'arrête déjà!",empathetic
1274,J'espérais avoir un nouvel animal de compagnie cette année!,empathetic
9397,Je suis vraiment épatant à quel point le nouveau Lexus est sympa.,empathetic
8885,J'ai dû faire une IRM sur la tête en raison de problèmes médicaux et j'étais nerveux à propos des résultats.,empathetic
24324,tu passes une chouette journée aujourd'hui,chitchat
24732,c'est un plaisir de vous connaître,chitchat
11968,"Quelqu'un a répandu des rumeurs sur mon mari, mais je ne les croyais pas, il m'aime plus que quiconque dans ce monde.",empathetic
20605,"Une voiture s'est jetée sur moi la semaine dernière, et a laissé une sale bosse à l'avant de ma voiture.",empathetic
29692,dis-moi qu'est-ce que ta chanteuse préférée,chitchat
23968,tu peux m'expliquer,chitchat
11383,Mon cabinet a prévu une fête de retraite pour moi.,empathetic
25825,on dirait tu craques pour moi,chitchat
4382,Les road trips que j'ai fait quand j'étais enfant me manquent vraiment.,empathetic
10298,"les braves sont vraiment bon, j'espère qu'ils ne le sucent pas",empathetic
37281,je vais me donner la mort,chitchat
26481,quelle est ton opinion de moi,chitchat
35299,tu es vraiment nulle,chitchat
6874,quand nous nous battions financièrement notre église nous a donné à manger et 50$.,empathetic
2206,J'ai posté une fête sur les réseaux sociaux ce matin.,empathetic
5802,J'ai vu mon voisin planter l'allée avec des barres de chocolat qu'il a mangées.,empathetic
2626,"Avant de rencontrer ma petite amie et mes amis, j'étais très solitaire, ce n'était pas un moment amusant",empathetic
19998,Je sens un lien fort avec le tout-puissant,empathetic
14165,"J'attends d'être accepté à l'université, je veux étudier les affaires.",empathetic
11589,"Je regardais un super film la nuit dernière, tous glissés en buvant du chocolat chaud. C'était tellement relaxant!",empathetic
22871,je dois finir mon travail,chitchat
18580,"Tout le monde dans ma classe de Calc a été stressé au cours d'un examen. Quelques jours avant le test, une camarade de classe a annoncé qu'elle avait fait un guide d'étude et serait heureux d'envoyer un e-mail à quiconque une copie. C'est à cause d'elle que j'ai obtenu un B.",empathetic
3309,Je suis contrariée par un projet sur lequel ma fille travaille.,empathetic
35014,vraiment joli,chitchat
22579,"J'étais surfeur sur canal et j'ai couru sur le vieux Batman tv show, ramené des souvenirs.",empathetic
27115,je suis trop dans le bonheur,chitchat
27311,tu as pas vu que je blaguais,chitchat
33858,dis des blagues,chitchat
18500,"Un an pour Noël Je voulais vraiment un nouvel ordinateur mais je savais qu'il n'y avait aucun moyen que ça se passe, mais mes parents m'ont surpris avec un nouvel ordinateur.",empathetic
20206,"Je n'ai pas été approuvé pour mon rêve car, c'était un vrai rabais à l'époque.",empathetic
23643,à plus ma chère,chitchat
23310,je suis en faute,chitchat
34770,chante une chanson,chitchat
35468,Siri est nettement meilleur,chitchat
37456,vendez vous en détail?,chitchat
30165,dis qui est le plus beau entre toi et moi à ton avis,chitchat
8949,"Je suis reconnaissante de ma petite amie, elle est très gentille et elle fait de son mieux.",empathetic
11691,"La semaine dernière, quand je suis arrivé au bureau, il y avait un chiot dans la zone de réception, il s'est avéré que la réceptionniste essayait de donner pour adoption, c'était certainement une vue inhabituelle.",empathetic
10976,Mon frère m'a assuré que nous allions bientôt en voyage.,empathetic
15702,J'ai une nouvelle voiture qui gère mieux que prévu.,empathetic
37010,j’ai vraiment besoin que tu me prennes dans tes bras,chitchat
34545,je suis obstiné,chitchat
8826,J'ai étudié très dur pour mon test la semaine dernière. J'ai découvert aujourd'hui que j'avais échoué.,empathetic
26253,que sais-tu à mon sujet,chitchat
27938,j'adore partir en vacances,chitchat
35008,vraiment adroit,chitchat
20867,J'ai postulé pour un emploi une fois où j'étais l'une des 4 personnes qui étaient considérées pour cela et j'ai dû attendre une semaine pour savoir si je l'avais.,empathetic
28504,Je suis en attente,chitchat
30728,est-ce que tu veux attaquer les hommes,chitchat
25893,Tu ne serais pas en train de craquer pour moi par hasard,chitchat
2191,"J'ai prêté un gros prêt à ma belle-mère. Aujourd'hui, elle l'a remboursée et je ne m'y attendais pas. Elle est très honnête.",empathetic
26453,il faut que je te dise que tu me manques tellement,chitchat
29705,c'est lequel le groupe que tu préfères,chitchat
1335,J'ai été dégoûté quand j'ai vu quelqu'un s'ouvrir la tête pendant un combat,empathetic
26231,C’est quoi ma série préférée,chitchat
8615,Je me sens très empathique à quelqu'un cette semaine qui parfois je veux juste courir dessus! lol Ils sont mentalement malades et les sautes d'humeur peuvent être un peu beaucoup et semblent intentionnels.,empathetic
24686,je suis charmée de vous rencontrer,chitchat
4911,Je viens de découvrir que ma copine avait couché avec ma meilleure amie.,empathetic
5562,J'ai eu peur la semaine dernière quand il a pris l'assaut. Je déteste la pluie et le tonnerre,empathetic
37397,dis-moi si ça fontionne comme il faut,chitchat
35119,tu es trop stylée,chitchat
35440,tu n’as pas inventé l’eau chaude,chitchat
13208,"Donc nous allons bientôt nous déplacer, mais notre poulailler ne va pas le faire dans la caravane. : (",empathetic
18471,"Je ne pouvais pas le croire quand la cloche de la porte sonna et quand j'ouvris la porte, ma fille et sa famille là où ils se tenaient. Je ne les avais pas vus depuis presque un an et ils ont fait une visite sans me dire qu'ils venaient.",empathetic
32619,Dis comment s'appelle ton patron,chitchat
36509,ok je retiens,chitchat
9608,Mon anniversaire était hier. Je n'ai reçu aucun message d'anniversaire heureux de la part de la famille ou des amis. C'était vraiment déprimant.,empathetic
16446,Nous allons au parc d'attractions et aux montagnes russes demain,empathetic
1829,J'ai peur que ma fille ne soit intimidée.,empathetic
5729,Mon colocataire a passé son test de permis de conduire la première fois qu'il l'a pris. Il n'avait pas beaucoup d'expérience de la conduite,empathetic
30834,tu veux détruire l’humanité,chitchat
17918,Je faisais un travail indépendant pour un ami et ça n'a pas fonctionné comme je l'avais voulu - les résultats que nous avons obtenus étaient moins que stellaires. J'ai travaillé aussi dur que j'ai pu mais ce n'était pas suffisant.,empathetic
19710,"Je devais nettoyer sous un bureau qui n'avait pas été nettoyé en environ trois ans, après qu'il y eut des inondations d'une unité de fabrication. C'était si dégueulasse!",empathetic
31409,tu peux échanger,chitchat
9636,"Je n'arrive pas à croire que cet avion s'est écrasé, j'ai pleuré toute la nuit.",empathetic
26379,j'avoue que tu me manques énormément,chitchat
4361,"Attendre d'entendre les résultats sur la photo que j'ai envoyée pour le concours. J'ai vu les autres entrées, et je pense que la mienne a une bonne chance de gagner.",empathetic
20903,J'ai fait un test aujourd'hui et je suis presque sûr que j'ai réussi. J'ai étudié toute la nuit pour ça!,empathetic
21111,"Mon petit ami disait qu'il ne buvait pas, mais j'ai découvert qu'il mentait à ce sujet. J'ai trouvé un tas de bouteilles d'alcool vides dans sa chambre.",empathetic
17653,"Je savais que mon anniversaire approchait, mais j'ai été choqué de trouver tous mes amis au bar en même temps!",empathetic
36657,t'es vraiment rigolo,chitchat
1519,J'étais heureux quand mon frère s'est marié.,empathetic
11991,"Ma grand-mère m'a fait une grande chose de sa salade de pommes de terre faite maison hier! Je suis tellement reconnaissante, il est difficile pour moi d'avoir le temps de cuisiner pendant la semaine de travail. J'AIME quand d'autres cuisinent pour moi!",empathetic
33250,tu es une fille,chitchat
37183,je vais sauter d'un pont,chitchat
35711,crois-tu que c'est marrant,chitchat
910,Je me sens heureux de ma relation avec mon partenaire. La joie rayonne de la façon dont nous mesurons ensemble et voyons toujours de l'œil à l'œil.,empathetic
23924,yes sans nul doute,chitchat
37257,je vais me mettre sous un train,chitchat
30759,est-ce que tu essaies d’exterminer l’univers,chitchat
1958,"Peu importe à quel point je me sens triste ou désespéré par moments, il n'y a pas de meilleur sentiment que l'euphorie de l'argent inattendu venant de votre chemin... soit du travail dur ou de la bonne chance, je vais le prendre",empathetic
22154,de mon père,empathetic
9652,"J'obtiens de grands suppléments demain dans le courrier qui, je pense, va vraiment aider beaucoup de mes problèmes de santé. Ce sont de vraies poudres de type alimentaire et semblent aider beaucoup de gens!",empathetic
26203,est-ce que tu veux devenir ma femme,chitchat
6245,Je viens d'avoir un bon repas à l'Olivier Garden. Je dirais que je suis satisfait.,empathetic
12202,Quelqu'un au travail a jeté mon déjeuner aujourd'hui.,empathetic
7591,"Au dîner, l'autre jour, j'ai renversé tout un verre d'eau sur toute la table et sur moi-même.",empathetic
1713,J'étais dans l'admiration des compétences du joueur dans mon équipe. C'est un vrai joueur en effet.,empathetic
3634,"J'ai commandé un repas d'un restaurant, et quand j'y suis allé pour le ramasser, ils ont prétendu qu'ils ne l'avaient jamais reçu. J'étais vraiment bouleversé, et ils n'ont pas offert de corriger la situation.",empathetic
8070,J'ai tellement mangé que j'ai traversé mon Lap Band.,empathetic
23575,aurevoir,chitchat
11174,"Aujourd'hui, j'ai découvert que mes vêtements pré-bébé étaient à nouveau en forme.",empathetic
9347,Je suis parfaitement heureux d'être célibataire pour l'instant.,empathetic
